item_key,model,pew_dist,matched_n_valid,tv_matched,matched_ppa_n_valid,tv_matched_ppa
GAP21Q15_c_W82,llama31-instruct,"[0.12374323279195669, 0.41105955143078116, 0.3066511987625677, 0.14153132250580047, 0.017014694508894045]",26,0.7993336902849665,65,0.2130882265453031
GAP21Q15_d_W82,llama31-instruct,"[0.45843045843045843, 0.36363636363636365, 0.1522921522921523, 0.021756021756021756, 0.003885003885003885]",58,0.3691557484660933,84,0.3815906315906315
GAP21Q15_e_W82,llama31-instruct,"[0.168343653250774, 0.5, 0.27321981424148606, 0.053405572755417956, 0.005030959752321981]",21,0.7840372991301783,64,0.3669698142414861
GAP21Q15_f_W82,llama31-instruct,"[0.3009331259720062, 0.3973561430793157, 0.23522550544323484, 0.04354587869362364, 0.022939346811819597]",49,0.4949852413749325,76,0.2887779323892936
MADEUPSMCLICK_W45,llama31-instruct,"[0.049187527448397016, 0.26570048309178745, 0.3708827404479578, 0.22112428634167763, 0.09310496267018006]",100,0.4491172595520421,99,0.1859903381642512
NEIGHINTERA_W32,llama31-instruct,"[0.0592899621553433, 0.22454496305640656, 0.2760857812218418, 0.22868985402775274, 0.2113894395386556]",98,0.3463631983699949,99,0.1935101601708197
NEIGHINTERB_W32,llama31-instruct,"[0.031287970838396115, 0.11786148238153099, 0.1743620899149453, 0.1852976913730255, 0.49119076549210205]",99,0.407032045853431,99,0.407032045853431
NEIGHINTERC_W32,llama31-instruct,"[0.03961703532518983, 0.15516672169032683, 0.1868603499504787, 0.20964014526246286, 0.40871574777154174]",98,0.2760626865470519,99,0.28671662148057
NEIGHINTERD_W32,llama31-instruct,"[0.007345225603357817, 0.026232948583420776, 0.07904861839804127, 0.18607904861839805, 0.7012941587967821]",100,0.5448723329835607,99,0.4184658759684992
NEIGHSAMEA_W32,llama31-instruct,"[0.18164251207729468, 0.46618357487922707, 0.1497584541062802, 0.15475040257648953, 0.04766505636070854]",91,0.4060678451982799,93,0.2822346891070593
NEIGHSAMEB_W32,llama31-instruct,"[0.07869918699186992, 0.4943089430894309, 0.19528455284552845, 0.19203252032520327, 0.03967479674796748]",97,0.4374251948705054,96,0.3901422764227641
NEIGHSAMEC_W32,llama31-instruct,"[0.015538847117794486, 0.2509607351712615, 0.3263157894736842, 0.3284878863826232, 0.0786967418546366]",95,0.2509607351712615,98,0.2711540756653539
NEWSPREFV2_W45,llama31-instruct,"[0.08992628992628993, 0.08746928746928746, 0.4018018018018018, 0.104995904995905, 0.3158067158067158]",100,0.5441932841932842,99,0.2165438165438165
PWMAN2_W49,llama31-instruct,"[0.3829169087739686, 0.1167925624636839, 0.368390470656595, 0.031958163858221963, 0.0999418942475305]",98,0.3941645222877065,96,0.397140712763897
